gene_a,gene_b,score
IL13,CD8A,0.854
IL13,CRLF2,0.857
IL13,IL5RA,0.859
IL13,JAK1,0.869
IL13,IL7R,0.872
IL13,GATA3,0.882
IL13,TSLP,0.887
IL13,IL2RA,0.905
IL13,IL6R,0.92
IL13,IL17A,0.94
IL13,IL10,0.952
IL13,TNF,0.957
IL13,IL6,0.957
IL13,IL4R,0.999
ADRB2,TNF,0.718
ADRB2,OPRM1,0.743
ADRB2,PDE4D,0.745
ADRB2,AVPR2,0.755
ADRB2,PDE4A,0.783
ADRB2,TPM3,0.825
ADRB2,CXCR4,0.826
ADRB2,AGTR1,0.873
ADRB2,ADRB3,0.94
ADRB2,SRC,0.955
ADRB2,ADRB1,0.956
S1PR1,CXCR4,0.719
GAA,MGAM,0.942
GAA,AMY2A,0.956
IL7R,GATA3,0.702
IL7R,FAS,0.703
IL7R,IL19,0.71
IL7R,PIK3R1,0.711
IL7R,TNF,0.717
IL7R,IFNA17,0.72
IL7R,FYN,0.724
IL7R,IL21,0.736
IL7R,IFNA2,0.74
IL7R,BCL2,0.742
IL7R,EOMES,0.754
IL7R,PRDM1,0.764
IL7R,CD3G,0.766
IL7R,CTLA4,0.771
IL7R,PTGDR2,0.772
IL7R,CD2,0.775
IL7R,HAVCR2,0.788
IL7R,ITK,0.798
IL7R,IKZF1,0.8
IL7R,CD19,0.808
IL7R,LCK,0.809
IL7R,IL17A,0.813
IL7R,CCR6,0.826
IL7R,CCRL2,0.83
IL7R,IL4R,0.832
IL7R,TYK2,0.84
IL7R,CD3E,0.863
IL7R,JAK2,0.9
IL7R,PTPRC,0.906
IL7R,IL2RA,0.914
IL7R,IL6,0.916
IL7R,IL10,0.919
IL7R,CD8A,0.946
IL7R,JAK3,0.988
IL7R,JAK1,0.994
IL7R,TSLP,0.999
IL7R,CRLF2,0.999
FOS,KLF4,0.705
FOS,PTEN,0.715
FOS,JAK2,0.715
FOS,NFE2L2,0.728
FOS,TNF,0.728
FOS,IL10,0.736
FOS,ETS1,0.737
FOS,TH,0.741
FOS,TRIB1,0.746
FOS,AKT1,0.746
FOS,CDKN1A,0.753
FOS,YAP1,0.756
FOS,HRAS,0.763
FOS,FN1,0.782
FOS,HDAC2,0.784
FOS,BCL2,0.784
FOS,DUSP5,0.786
FOS,HIF1A,0.805
FOS,FOXO1,0.809
FOS,HNF1A,0.816
FOS,PTGS2,0.819
FOS,HDAC1,0.823
FOS,TNFSF11,0.856
FOS,GATA3,0.868
FOS,IL6,0.891
FOS,MITF,0.92
FOS,PRKCB,0.93
FOS,MAPK11,0.96
FOS,ESR2,0.961
FOS,MYC,0.965
FOS,SMAD3,0.976
FOS,SRC,0.986
FOS,ESR1,0.999
KCNK3,BMPR2,0.7
KCNK3,SCN10A,0.75
KCNK3,KCNK10,0.781
KCNK3,KCNK18,0.808
KCNK3,KCNK9,0.986
CHRM1,PIK3CG,0.707
CHRM1,F2R,0.907
CHRM1,CHRM2,0.908
CAMTA1,WWTR1,0.864
ADRA1B,TBXA2R,0.807
ADRA1B,ADRA1D,0.949
ADRA1B,ADRA1A,0.957
PPM1D,MDM4,0.749
PPM1D,CBFB,0.761
PPM1D,CHEK2,0.918
P2RY12,ITGB3,0.704
P2RY12,F3,0.742
P2RY12,P2RY4,0.756
MLLT10,CTNNB1,0.758
MLLT10,KMT2A,0.851
MLLT10,AFF1,0.985
MLLT10,MLLT3,0.996
EEF2,KARS1,0.739
EEF2,RPL17,0.996
F2,A2M,0.7
F2,IL6,0.703
F2,TNF,0.76
F2,F11,0.767
F2,LPA,0.781
F2,SERPINA1,0.79
F2,FN1,0.792
F2,FURIN,0.816
F2,PLG,0.826
F2,VKORC1,0.836
F2,ELANE,0.855
F2,EDNRA,0.907
F2,BDKRB2,0.91
F2,CXCR4,0.918
F2,AGTR1,0.92
F2,F7,0.926
F2,F8,0.985
F2,F3,0.996
F2,F2R,0.998
F2,F5,0.999
F2,SERPINC1,0.999
F2,F10,0.999
GPD2,IMPA1,0.804
GPD2,AGPAT4,0.833
GPD2,PLPP3,0.872
PLG,MMP1,0.706
PLG,F10,0.72
PLG,CTSB,0.724
PLG,A2M,0.779
PLG,SERPINA1,0.819
PLG,F2R,0.849
PLG,COL18A1,0.889
PLG,DPP4,0.904
PLG,HMGB1,0.921
PLG,F3,0.939
PLG,ERVW-1,0.976
PLG,PLAU,0.989
PLG,SERPINC1,0.992
PLG,FN1,0.997
TERT,HIF1A,0.702
TERT,MTOR,0.738
TERT,ARID1A,0.781
TERT,IDH1,0.781
TERT,ATRX,0.794
TERT,BRAF,0.815
TERT,CDKN2A,0.817
TERT,PTEN,0.822
TERT,AKT1,0.903
TERT,TCF7L2,0.919
TERT,MYC,0.92
TERT,SMARCA4,0.99
TERT,CTNNB1,0.995
TBX5,PITX2,0.748
TBX5,YES1,0.756
TBX5,SCN5A,0.775
TBX5,TNNT2,0.819
TBX5,KDM6A,0.848
TBX5,SMARCA4,0.885
TBX5,MYH6,0.912
TBX5,WWTR1,0.969
TBX5,YAP1,0.988
TBX5,CTNNB1,0.992
TBX5,GATA4,0.998
TBX5,NKX2-5,0.999
ADAM17,GHR,0.788
ADAM17,FURIN,0.939
ADAM17,TNF,0.95
CD34,TET2,0.71
CD34,TNF,0.712
CD34,IL10,0.718
CD34,TEK,0.728
CD34,BAK1,0.756
CD34,GATA2,0.757
CD34,CD2,0.783
CD34,ABL1,0.783
CD34,IL3RA,0.785
CD34,ANO1,0.788
CD34,MPL,0.791
CD34,CXCR4,0.815
CD34,IL6,0.83
CD34,MME,0.841
CD34,CXCL12,0.856
CD34,CD8A,0.874
CD34,ITGB1,0.887
CD34,CD19,0.9
CD34,PTPRC,0.919
CD34,PECAM1,0.94
CD34,BCL2,0.945
CD34,FN1,0.96
RASGRP1,ITK,0.725
RASGRP1,SOS1,0.929
RASGRP1,HRAS,0.942
RASGRP1,NRAS,0.949
P2RY2,SRC,0.787
P2RY2,P2RY6,0.79
RMI2,BRCA2,0.717
RMI2,BRCA1,0.856
RMI2,BLM,0.996
PDE7B,ADCY3,0.759
PDE7B,ADCY7,0.84
PPARD,HDAC1,0.756
PPARD,CPT1B,0.759
PPARD,PPARA,0.887
PPARD,NCOR2,0.919
PPARD,RXRA,0.995
FGF5,IL6,0.702
FGF5,EPHA2,0.721
FGF5,PECAM1,0.733
FGF5,ERBB4,0.747
FGF5,FN1,0.799
FGF5,TEK,0.848
FGF5,IGF1R,0.85
FGF5,MET,0.865
FGF5,NTRK1,0.887
FGF5,FGFR3,0.971
FGF5,FGFR2,0.998
FGF5,FGFR1,0.999
REST,SUZ12,0.72
REST,EZH2,0.721
REST,HDAC2,0.964
REST,HDAC1,0.994
PTPN2,IL2RA,0.703
PTPN2,SRC,0.74
PTPN2,NKX2-3,0.752
PTPN2,TYK2,0.953
PTPN2,JAK2,0.957
PTPN2,JAK1,0.961
PTPN2,STAT4,0.965
PTPN2,JAK3,0.971
HAVCR2,CD3E,0.708
HAVCR2,IL6,0.749
HAVCR2,TNF,0.779
HAVCR2,PTPRC,0.792
HAVCR2,IL2RA,0.798
HAVCR2,FYN,0.839
HAVCR2,IL10,0.862
HAVCR2,PDCD1,0.891
HAVCR2,CD8A,0.892
HAVCR2,TIGIT,0.897
HAVCR2,CTLA4,0.907
HAVCR2,LCK,0.935
HAVCR2,CD86,0.971
HAVCR2,HMGB1,0.991
HAVCR2,CD274,0.998
HAVCR2,LGALS9,0.999
TRIB1,ANGPTL3,0.703
ELMO1,SYK,0.717
ELMO1,LYN,0.908
ELMO1,SRC,0.928
ELMO1,HCK,0.965
KCNK10,KCNK18,0.775
KCNK10,KCNK9,0.788
KCNK10,KCNK2,0.968
CD19,FAS,0.702
CD19,TLR9,0.71
CD19,PRDM1,0.726
CD19,TNFSF13B,0.726
CD19,IL17A,0.732
CD19,CD52,0.733
CD19,CTLA4,0.766
CD19,ITGA4,0.772
CD19,TNF,0.788
CD19,CD83,0.793
CD19,CCR6,0.801
CD19,IL10,0.806
CD19,CD3E,0.809
CD19,CD274,0.816
CD19,PDCD1,0.817
CD19,CXCR4,0.818
CD19,EBF1,0.821
CD19,CD86,0.833
CD19,IL6,0.836
CD19,CD40,0.88
CD19,BTK,0.887
CD19,IL3RA,0.892
CD19,PLCG2,0.899
CD19,CD8A,0.913
CD19,PIK3CB,0.918
CD19,PAX5,0.918
CD19,PTPRC,0.921
CD19,CD2,0.942
CD19,MME,0.954
CD19,PIK3CD,0.971
CD19,MS4A1,0.976
CD19,PIK3R1,0.976
CD19,SYK,0.983
CD19,CD79B,0.991
CD19,LYN,0.999
AGPAT4,PLPP3,0.854
AGPAT4,AGK,0.909
ALDH5A1,IDH1,0.891
ALDH5A1,IDH2,0.894
ALDH5A1,ACLY,0.897
ALDH5A1,ABAT,0.994
ANGPT2,PECAM1,0.705
ANGPT2,EPHA2,0.724
ANGPT2,FGFR3,0.725
ANGPT2,IGF1R,0.738
ANGPT2,FGFR2,0.749
ANGPT2,IL6,0.75
ANGPT2,MET,0.777
ANGPT2,ITGB1,0.796
ANGPT2,PGF,0.84
ANGPT2,FGFR1,0.855
ANGPT2,NTRK1,0.993
ANGPT2,TEK,0.999
CD209,SYK,0.717
CD209,IL6,0.742
CD209,CD86,0.755
CD209,CD83,0.787
CD209,IL10,0.827
CD209,ERVW-1,0.975
TYMS,FOLR1,0.729
TYMS,YES1,0.763
TYMS,GART,0.895
TYMS,NT5C2,0.914
TYMS,CDA,0.925
TYMS,TYMP,0.927
TYMS,TOP2A,0.96
TYMS,DHFR,0.999
HTR1A,MAOB,0.735
HTR1A,TRPV1,0.74
HTR1A,HTR3A,0.748
HTR1A,MAOA,0.861
HTR1A,HTR1B,0.914
HTR1A,HTR2A,0.92
HTR1A,FGFR1,0.951
SUZ12,WT1,0.738
SUZ12,MYC,0.827
SUZ12,DNMT1,0.911
SUZ12,KDM6A,0.912
SUZ12,HDAC1,0.96
SUZ12,HDAC2,0.995
SUZ12,EZH2,0.999
MET,PARP1,0.701
MET,CD274,0.743
MET,FN1,0.745
MET,PTEN,0.755
MET,MST1,0.758
MET,PLAU,0.765
MET,PGF,0.779
MET,CXCR4,0.797
MET,ITGB1,0.818
MET,PDGFB,0.849
MET,IL6,0.856
MET,PIK3R1,0.872
MET,SOS1,0.882
MET,CXCL12,0.902
MET,PLCG2,0.916
MET,JAK1,0.917
MET,JAK2,0.92
MET,PIK3CD,0.922
MET,PIK3CB,0.925
MET,PTPN11,0.927
MET,HRAS,0.961
MET,NRAS,0.966
MET,CTNNB1,0.985
MET,SRC,0.993
TNIP1,IRF5,0.77
TNIP1,TNF,0.997
TNIP1,TNFAIP3,0.999
ROCK2,BRCA2,0.759
ROCK2,PIP4K2A,0.903
ROCK2,PPP1CB,0.924
ROCK2,PTEN,0.937
ROCK2,CTNNB1,0.945
TUBA3E,TUBB3,0.962
TUBA3E,TUBB4B,0.962
TUBA3E,TUBB8,0.963
TUBA3E,TUBB6,0.963
TUBA3E,TUBB2A,0.978
TUBA3E,TUBB,0.978
TUBB6,TUBB2A,0.702
TUBB6,TUBA3C,0.711
TUBB6,TUBA1C,0.981
TUBB6,TUBA1A,0.981
TUBB6,TUBA1B,0.985
KCND3,KCNJ8,0.74
KCND3,SCN5A,0.824
EZH2,IDH2,0.708
EZH2,HIF1A,0.715
EZH2,KLF4,0.715
EZH2,IDH1,0.721
EZH2,CDKN1A,0.739
EZH2,SH2B3,0.746
EZH2,GATA4,0.748
EZH2,PTEN,0.76
EZH2,TET1,0.764
EZH2,JAK2,0.768
EZH2,PRDM1,0.769
EZH2,MEN1,0.777
EZH2,NRAS,0.811
EZH2,CDKN2A,0.813
EZH2,WT1,0.824
EZH2,AKT1,0.867
EZH2,TET2,0.875
EZH2,ARID1A,0.877
EZH2,SMARCA4,0.909
EZH2,ESR1,0.915
EZH2,BRCA1,0.926
EZH2,ATRX,0.933
EZH2,KDM6A,0.965
EZH2,AR,0.978
EZH2,MYC,0.984
EZH2,CTNNB1,0.986
EZH2,DNMT1,0.999
EZH2,HDAC1,0.999
EZH2,HDAC2,0.999
GHRHR,GHR,0.843
TUBB3,TUBA3C,0.712
TUBB3,TUBB2A,0.845
TUBB3,TUBA1C,0.993
TUBB3,TUBA1A,0.999
TUBB3,TUBA1B,0.999
ARID1A,BRAF,0.702
ARID1A,CDKN2A,0.72
ARID1A,PTEN,0.743
ARID1A,PGR,0.752
ARID1A,ATRX,0.782
ARID1A,HDAC1,0.793
ARID1A,BRCA1,0.801
ARID1A,H3-3A,0.854
ARID1A,BCL11A,0.975
ARID1A,ARID1B,0.999
ARID1A,SMARCA4,0.999
BANK1,IRF5,0.759
BANK1,PTPN22,0.769
BANK1,LYN,0.854
BANK1,MS4A1,0.875
IL17RA,TYK2,0.706
IL17RA,IL6R,0.71
IL17RA,IL1R1,0.727
IL17RA,IL23R,0.756
IL17RA,TNF,0.825
IL17RA,IL6,0.85
IL17RA,TRAF3IP2,0.976
IL17RA,IL17A,0.999
IL17RA,IL17F,0.999
F2R,SRC,0.7
F2R,PIK3CG,0.715
F2R,F3,0.817
F2R,MMP1,0.897
F2R,CHRM2,0.919
LPA,ABCA1,0.74
LPA,FN1,0.764
LPA,LPL,0.794
LPA,SERPINC1,0.804
LPA,APOA5,0.947
IL23R,CARD9,0.709
IL23R,TSLP,0.749
IL23R,JAK3,0.756
IL23R,IL19,0.763
IL23R,IL21,0.777
IL23R,JAK1,0.786
IL23R,IL6R,0.799
IL23R,CCRL2,0.801
IL23R,CCR6,0.802
IL23R,TNF,0.833
IL23R,STAT4,0.911
IL23R,IL17F,0.924
IL23R,IL17A,0.927
IL23R,IL6,0.934
IL23R,IL10,0.97
IL23R,TYK2,0.979
IL23R,JAK2,0.995
POLE,RAD51B,0.767
POLE,CHEK2,0.778
POLE,RAD51C,0.813
POLE,CUL2,0.814
POLE,MUTYH,0.822
POLE,BRCA2,0.849
POLE,RAD51D,0.853
POLE,BRCA1,0.919
POLE,POLD1,0.999
MMP1,SERPINH1,0.711
MMP1,IL17A,0.712
MMP1,TNF,0.724
MMP1,IL10,0.737
MMP1,PTGS2,0.757
MMP1,FN1,0.792
MMP1,A2M,0.796
MMP1,PLAU,0.852
MMP1,IL6,0.854
EBF1,BCL11A,0.744
EBF1,IKZF3,0.885
EBF1,IKZF1,0.931
EBF1,TET2,0.976
EBF1,PAX5,0.985
HTR1F,HTR3A,0.71
CD6,LCK,0.728
CD6,CD3G,0.795
CD6,CD8A,0.799
CD6,CD3E,0.849
CD6,ITK,0.874
CD6,CD2,0.95
TRPM8,TRPV4,0.892
TRPM8,PPP1CB,0.9
TRPM8,TRPV1,0.994
A2M,PLAU,0.715
A2M,CFB,0.726
A2M,ELANE,0.735
A2M,CTSB,0.768
A2M,TNF,0.828
A2M,IL10,0.847
A2M,FN1,0.851
A2M,SERPINC1,0.927
A2M,IL6,0.95
A2M,SERPINA1,0.98
A2M,HP,0.997
OXTR,ESR1,0.751
OXTR,CACNA1S,0.782
OXTR,ESR2,0.8
OXTR,DRD2,0.802
PGR,MYC,0.705
PGR,NR3C2,0.708
PGR,PARP1,0.711
PGR,HIF1A,0.717
PGR,AR,0.766
PGR,BRCA2,0.795
PGR,GATA3,0.81
PGR,IGF1R,0.82
PGR,FGFR2,0.854
PGR,ERBB4,0.881
PGR,CYP19A1,0.883
PGR,MAPK11,0.909
PGR,PIK3CD,0.911
PGR,PIK3CB,0.92
PGR,PIK3R1,0.931
PGR,SRC,0.937
PGR,BRCA1,0.963
PGR,ESR1,0.974
PGR,NCOR2,0.992
MAP1S,MTOR,0.714
MAP1S,ATG16L1,0.836
KARS1,MITF,0.843
CYP11B2,NR3C2,0.795
CYP11B2,MC2R,0.841
CYP11B2,AGTR1,0.871
CYP11B2,SRD5A2,0.938
CYP11B2,CYP19A1,0.947
CYP11B2,CYP17A1,0.963
CYP11B2,HSD3B2,0.984
FLNC,SRC,0.727
FLNC,GSN,0.749
FLNC,AR,0.777
FLNC,ACTN2,0.784
FLNC,TTN,0.837
FLNC,DMD,0.856
FLNC,ITGB3,0.886
FLNC,BAG3,0.917
FLNC,LDB3,0.926
FLNC,ITGB1,0.928
FLNC,MAP2K4,0.968
NOS2,IL10,0.718
NOS2,IL6,0.781
NOS2,TNF,0.858
NOS2,PTGS2,0.908
NOS2,AKT1,0.976
NOS2,CALM1,0.977
PPM1A,SMAD3,0.92
PPM1A,MAP2K4,0.946
NKX2-5,TBX1,0.779
NKX2-5,MYH6,0.809
NKX2-5,TNNI3,0.815
NKX2-5,KDM6A,0.85
NKX2-5,TNNT2,0.907
NKX2-5,SMARCA4,0.91
NKX2-5,MEF2A,0.939
NKX2-5,TBX20,0.992
NKX2-5,GATA4,0.999
IL3RA,TYK2,0.717
IL3RA,CD8A,0.727
IL3RA,IL5RA,0.732
IL3RA,CRLF2,0.737
IL3RA,PTPRC,0.749
IL3RA,CD2,0.767
IL3RA,TSLP,0.771
IL3RA,MME,0.784
IL3RA,IL10,0.824
IL3RA,JAK3,0.848
IL3RA,IFNA17,0.85
IL3RA,JAK1,0.857
IL3RA,IFNA2,0.861
IL3RA,JAK2,0.879
IL3RA,IL6,0.889
IL3RA,HRAS,0.904
IL3RA,NRAS,0.924
IL3RA,CSF2RB,0.999
SLC5A2,NR3C2,0.715
SLC5A2,MGAM,0.796
SLC5A2,ADCY7,0.903
SLC5A2,DPP4,0.909
SLC5A2,GLP1R,0.909
PDE6G,NPR2,0.717
PDE6G,NPR1,0.724
PDE6G,GUCY1B1,0.737
PDE6G,PDE6C,0.742
PDE6G,PDE2A,0.865
PDE6G,PDE5A,0.932
PDE6G,PDE6B,0.997
SCN5A,MYH7,0.71
SCN5A,DMD,0.717
SCN5A,TNNT2,0.722
SCN5A,TPM1,0.723
SCN5A,TNNI3,0.735
SCN5A,MYH6,0.762
SCN5A,RBM20,0.788
SCN5A,MYBPC3,0.807
SCN5A,SCN4A,0.848
SCN5A,SCN10A,0.853
SCN5A,RYR2,0.887
SCN5A,CALM1,0.986
TPO,PAH,0.822
TPO,DDC,0.918
TPO,TH,0.924
TPO,TSHR,0.971
PHACTR1,ADAMTS7,0.702
PHACTR1,MRTFA,0.898
PDGFB,IL2RA,0.702
PDGFB,HRAS,0.707
PDGFB,EPHA2,0.71
PDGFB,IL6R,0.715
PDGFB,HIF1A,0.717
PDGFB,ERBB4,0.717
PDGFB,FGFR3,0.719
PDGFB,COL4A1,0.719
PDGFB,FGFR2,0.769
PDGFB,NTRK1,0.772
PDGFB,AKT1,0.782
PDGFB,FGFR1,0.79
PDGFB,FURIN,0.81
PDGFB,IGF1R,0.819
PDGFB,TEK,0.873
LEPR,JAK1,0.732
LEPR,TYK2,0.738
LEPR,IL10,0.784
LEPR,JAK3,0.797
LEPR,IL6,0.902
LEPR,PTPN11,0.91
LEPR,JAK2,0.999
MORF4L1,BRCA2,0.733
MORF4L1,BRCA1,0.763
MORF4L1,SETD2,0.821
MORF4L1,HDAC1,0.995
MORF4L1,HDAC2,0.998
IKZF1,BCL11A,0.701
IKZF1,LCK,0.713
IKZF1,MYC,0.714
IKZF1,SMARCA4,0.715
IKZF1,CRLF2,0.715
IKZF1,ETS1,0.741
IKZF1,IRF4,0.745
IKZF1,GATA3,0.759
IKZF1,PTPRC,0.806
IKZF1,ETV6,0.838
IKZF1,ABL1,0.845
IKZF1,RUNX3,0.903
IKZF1,IKZF3,0.918
IKZF1,HDAC2,0.928
IKZF1,PAX5,0.954
IKZF1,HDAC1,0.987
TBX1,COMT,0.702
IDH2,ATRX,0.727
IDH2,BRAF,0.731
IDH2,NRAS,0.768
IDH2,TET2,0.871
IDH2,ACLY,0.9
IDH2,IDH1,0.961
CD86,LCK,0.701
CD86,TLR9,0.747
CD86,IL1R1,0.75
CD86,IL17A,0.752
CD86,LGALS9,0.766
CD86,TIGIT,0.774
CD86,AKT1,0.783
CD86,CXCR4,0.801
CD86,TLR7,0.816
CD86,CD2,0.832
CD86,IL6,0.862
CD86,PTPRC,0.879
CD86,TNF,0.922
CD86,CD83,0.926
CD86,CD8A,0.933
CD86,IL10,0.966
CD86,CD274,0.972
CD86,CD40,0.988
CD86,PDCD1,0.996
CD86,CTLA4,0.999
RARB,NCOR2,0.757
RARB,RARG,0.911
RARB,RXRA,0.996
COL7A1,COL4A1,0.721
COL7A1,MIA3,0.961
GRIN2A,ERBB4,0.768
GRIN2A,DRD1,0.772
GRIN2A,HTR3A,0.84
GRIN2A,PPP1CB,0.909
GRIN2A,SRC,0.963
GRIN2A,FYN,0.981
CCR4,CCL20,0.702
CCR4,CXCL12,0.813
PTGDR2,TSLP,0.707
PTGDR2,PTGER3,0.745
PTGDR2,IL5RA,0.755
SMAD3,NCOR2,0.709
SMAD3,FURIN,0.715
SMAD3,FN1,0.73
SMAD3,PTPN11,0.731
SMAD3,GATA3,0.782
SMAD3,CDKN2A,0.806
SMAD3,ETS1,0.816
SMAD3,ESR1,0.84
SMAD3,BRCA1,0.867
SMAD3,ZEB2,0.868
SMAD3,PARP1,0.869
SMAD3,EOMES,0.871
SMAD3,WWTR1,0.881
SMAD3,DROSHA,0.907
SMAD3,CDKN1A,0.918
SMAD3,AR,0.953
SMAD3,BMPR1B,0.954
SMAD3,RUNX3,0.954
SMAD3,BMPR1A,0.957
SMAD3,BMPR2,0.958
SMAD3,ACVR1,0.961
SMAD3,HMGA2,0.963
SMAD3,YAP1,0.965
SMAD3,ACVR2B,0.968
SMAD3,HIF1A,0.975
SMAD3,HDAC1,0.98
SMAD3,MEN1,0.983
SMAD3,FOXO1,0.99
SMAD3,MYC,0.993
SMAD3,AKT1,0.996
SMAD3,TGFBR2,0.998
SMAD3,CTNNB1,0.999
MX2,TRIM22,0.706
MX2,IFIH1,0.812
MX2,SAMHD1,0.898
MAPK11,NCF4,0.717
MAPK11,SRC,0.751
MAPK11,DUSP5,0.799
MAPK11,NCF2,0.802
MAPK11,MEF2A,0.891
MAPK11,ESR2,0.912
MAPK11,MALT1,0.915
MAPK11,CDKN2A,0.924
MAPK11,ESR1,0.925
MAPK11,FOXO1,0.929
MAPK11,MAP2K4,0.93
MAPK11,AKT1,0.94
MAPK11,CARD9,0.943
MC2R,CYP17A1,0.858
NEXN,LDB3,0.707
NEXN,CSRP3,0.721
NEXN,RBM20,0.768
F3,FN1,0.711
F3,TNF,0.72
F3,ADAMTS13,0.72
F3,F5,0.799
F3,IL6,0.819
F3,PLAU,0.829
F3,F11,0.923
F3,F8,0.942
F3,SERPINC1,0.958
F3,F10,0.999
F3,F7,0.999
ATP4B,LIPF,0.757
ATP4B,PPA2,0.909
ATP4B,LHPP,0.912
KCNK18,KCNK9,0.724
PDE2A,PDE4A,0.742
PDE2A,ADCY7,0.762
PDE2A,NPR2,0.798
PDE2A,ADCY3,0.798
PDE2A,NPR1,0.799
PDE2A,GUCY1B1,0.82
PDE2A,PDE5A,0.95
PTPRB,TEK,0.896
PTPRB,CTNNB1,0.967
PDCD1,TNF,0.7
PDCD1,IL17A,0.728
PDCD1,LCK,0.733
PDCD1,IL2RA,0.754
PDCD1,CD3E,0.782
PDCD1,CD3G,0.81
PDCD1,IL10,0.827
PDCD1,TIGIT,0.846
PDCD1,CD8A,0.938
PDCD1,LGALS9,0.969
PDCD1,CTLA4,0.992
PDCD1,PTPN11,0.998
PDCD1,CD274,0.999
KNL1,TOP2A,0.711
KNL1,BRCA2,0.741
RAD51C,RAD50,0.703
RAD51C,MUTYH,0.77
RAD51C,ATRX,0.78
RAD51C,POLD1,0.812
RAD51C,BLM,0.859
RAD51C,CHEK2,0.887
RAD51C,BRCA1,0.98
RAD51C,RAD51B,0.999
RAD51C,BRCA2,0.999
RAD51C,RAD51D,0.999
TUBA1B,HDAC6,0.81
TUBA1B,TUBA1A,0.966
TUBA1B,TUBB8,0.984
TUBA1B,TUBA1C,0.984
TUBA1B,MTOR,0.994
TUBA1B,TUBB4B,0.996
TUBA1B,TUBB,0.999
TUBA1B,TUBB2A,0.999
MEN1,HDAC1,0.722
MEN1,MYC,0.727
MEN1,CASR,0.772
MEN1,RET,0.828
MEN1,ATRX,0.861
MEN1,CDC73,0.912
MEN1,ESR1,0.923
MEN1,CTNNB1,0.978
MEN1,PSIP1,0.997
MEN1,KMT2A,0.999
SLC22A8,SLC22A6,0.798
LIPA,ABCA1,0.736
LIPA,PNLIP,0.907
LIPA,DHCR24,0.919
ZFP36L1,AKT1,0.849
IL17F,CCR6,0.714
IL17F,CCL20,0.715
IL17F,TNF,0.832
IL17F,IL10,0.874
IL17F,IL6,0.934
IL17F,IL17A,0.994
CYP3A7,HSD3B2,0.939
CYP3A7,CYP17A1,0.941
TUBB,TUBB2A,0.8
TUBB,AKT1,0.81
TUBB,RPL17,0.828
TUBB,TUBB4B,0.986
TUBB,TUBA1C,0.994
TUBB,MTOR,0.995
TUBB,TUBA1A,0.996
NT5C2,TYMP,0.906
NT5C2,IMPDH1,0.937
NT5C2,CDA,0.937
NT5C2,ADA,0.937
NT5C2,PNP,0.956
TSLP,IL6R,0.74
TSLP,IL2RA,0.78
TSLP,IL17A,0.836
TSLP,IL5RA,0.847
TSLP,IL4R,0.877
TSLP,CRLF2,0.999
FGFR3,PIK3CD,0.715
FGFR3,PIK3CB,0.745
FGFR3,CDKN2A,0.775
FGFR3,PTPN11,0.79
FGFR3,PIK3R1,0.824
FGFR3,FGFR1,0.854
FGFR3,JAK1,0.915
FGFR3,PLCG2,0.916
FGFR3,JAK2,0.921
FGFR3,SRC,0.923
FGFR3,SOS1,0.937
FGFR3,NRAS,0.981
FGFR3,HRAS,0.982
FGFR3,FGFR2,0.987
PKLR,HNF1A,0.875
PKLR,NPR2,0.903
PKLR,NPR1,0.905
PKLR,GUCY1B1,0.909
MYB,PAX5,0.753
MYB,SND1,0.772
MYB,MYC,0.787
MYB,GATA3,0.807
MYB,FLI1,0.844
MYB,GATA2,0.945
MYB,KMT2A,0.955
PARK7,HDAC6,0.711
PARK7,KEAP1,0.915
PARK7,PTEN,0.92
PARK7,NFE2L2,0.969
PARK7,SNCA,0.994
ACVR2B,TGFBR2,0.831
ACVR2B,BMPR2,0.951
ACVR2B,BMPR1B,0.978
ACVR2B,ACVR1,0.993
ACVR2B,BMPR1A,0.995
MAOA,SNCA,0.71
MAOA,HTR1B,0.734
MAOA,DRD2,0.736
MAOA,TH,0.785
MAOA,HTR2A,0.786
MAOA,SLC18A2,0.793
MAOA,CYP3A4,0.953
MAOA,MAOB,0.965
MAOA,AOC1,0.97
MAOA,DDC,0.986
MAOA,COMT,0.996
MIA3,SERPINH1,0.716
NPR2,PDE1C,0.731
NPR2,PDE1A,0.741
NPR2,PDE10A,0.752
NPR2,PDE6C,0.76
NPR2,PDE6B,0.783
NPR2,PDE5A,0.855
NPR2,PDE3A,0.859
NPR2,NPR1,0.949
TUBB4B,TUBA3C,0.716
TUBB4B,TUBB2A,0.889
TUBB4B,TUBA1C,0.99
TUBB4B,TUBA1A,0.999
TNNI3,LDB3,0.711
TNNI3,RBM20,0.763
TNNI3,ACTN2,0.785
TNNI3,TTN,0.839
TNNI3,CSRP3,0.873
TNNI3,MYH6,0.947
TNNI3,MYH7,0.948
TNNI3,MYL3,0.96
TNNI3,MYBPC3,0.975
TNNI3,TPM3,0.994
TNNI3,TNNT2,0.999
TNNI3,TPM1,0.999
ETV7,ETV6,0.971
ERBB4,YES1,0.719
ERBB4,PGF,0.725
ERBB4,ADAP1,0.767
ERBB4,PTEN,0.793
ERBB4,CXCL12,0.811
ERBB4,HRAS,0.827
ERBB4,NRAS,0.845
ERBB4,SRC,0.916
ERBB4,PIK3CD,0.925
ERBB4,PTPN11,0.927
ERBB4,PLCG2,0.938
ERBB4,PIK3CB,0.947
ERBB4,PIK3R1,0.948
ERBB4,ESR1,0.961
